################################# 2 ######################################
#WSYS github/Ice-modelling/rundataharvester.py
#OPER Ragnar Ekker
#RTIM 20151012/1352
#DCHA QLI  [Wh/m2] avg pr hr on Nordnesfjellet 91500 from eklima.met.no
#DCHA TA   [C]     avg pr hr on Nordnesfjellet 91500 from eklima.met.no
#DCHA RR_1 [mm/hr]           on Nordnesfjellet 91500 from eklima.met.no
##########################################################################
20140816/1200	     339.4	       4.8	       0.0
20140816/1300	     343.4	       4.8	       0.1
20140816/1400	     340.0	       4.8	       0.0
20140816/1500	     340.7	       4.7	       0.1
20140816/1600	     338.2	       4.4	       0.1
20140816/1700	     339.6	       4.2	       0.1
20140816/1800	     335.2	       3.9	       0.1
20140816/1900	     329.6	       3.5	       0.1
20140816/2000	     329.3	       3.1	       0.3
20140816/2100	     330.8	       2.9	       0.2
20140816/2200	     330.5	       3.0	       0.0
20140816/2300	     331.2	       3.0	       0.0
20140817/0000	     331.0	       3.1	       0.0
20140817/0100	     329.2	       2.9	       0.1
20140817/0200	     315.3	       2.8	       0.0
20140817/0300	     311.3	       2.7	       0.0
20140817/0400	     309.1	       2.8	       0.0
20140817/0500	     272.6	       2.6	       0.0
20140817/0600	     264.8	       2.6	       0.0
20140817/0700	     266.4	       2.8	       0.0
20140817/0800	     260.1	       3.2	       0.0
20140817/0900	     270.1	       4.4	       0.0
20140817/1000	     275.1	       4.8	       0.0
20140817/1100	     291.4	       4.7	       0.0
20140817/1200	     283.4	       5.2	       0.0
20140817/1300	     287.4	       5.4	       0.0
20140817/1400	     275.8	       5.2	       0.0
20140817/1500	     283.0	       5.1	       0.0
20140817/1600	     260.6	       5.2	       0.0
20140817/1700	     295.8	       5.2	       0.0
20140817/1800	     325.0	       4.3	       0.0
20140817/1900	     327.6	       4.2	       0.0
20140817/2000	     331.0	       4.1	       0.0
20140817/2100	     330.4	       4.2	       0.0
20140817/2200	     328.6	       4.4	       0.0
20140817/2300	     329.5	       4.2	       0.0
20140818/0000	     330.0	       4.0	       1.4
20140818/0100	     328.5	       4.0	       0.0
20140818/0200	     332.9	       4.1	       1.7
20140818/0300	     333.8	       4.0	       0.1
20140818/0400	     332.6	       4.0	       0.1
20140818/0500	     326.6	       4.0	       0.5
20140818/0600	     328.3	       4.0	       0.2
20140818/0700	     330.4	       4.4	       0.3
20140818/0800	     321.2	       4.8	       0.0
20140818/0900	     330.4	       4.9	       0.9
20140818/1000	     333.3	       5.3	       0.0
20140818/1100	     322.9	       4.8	       0.0
20140818/1200	     312.1	       6.1	       0.0
20140818/1300	     312.7	       7.0	       0.0
20140818/1400	     322.6	       7.0	       0.0
20140818/1500	     309.0	       7.4	       0.0
20140818/1600	     299.9	       7.3	       0.0
20140818/1700	     303.2	       7.3	       0.0
20140818/1800	     307.3	       7.0	       0.0
20140818/1900	     287.0	       6.7	       0.0
20140818/2000	     311.6	       6.5	       0.0
20140818/2100	     308.4	       6.2	       0.0
20140818/2200	     319.1	       6.2	       0.0
20140818/2300	     293.5	       6.0	       0.0
20140819/0000	     293.5	       6.0	       0.0
20140819/0100	     287.3	       5.8	       0.0
20140819/0200	     312.3	       5.7	       0.0
20140819/0300	     313.0	       5.7	       0.0
20140819/0400	     287.8	       5.5	       0.0
