-999;MyLake model input data for Hakkloa from Hakkloa (NVE), Bjørnholt (met) and Blindern (met) stations, Last modified 2015-10-20;;;;;;;;;;;;;;;;
Year;Month;Day;Global_rad (MJ/m2);Cloud_cov (-);Air_temp (deg C);Relat_hum (%);Air_press (hPa);Wind_speed (m/s);Precipitation (mm/day);Inflow (m3/day);Inflow_T (deg C);Inflow_C;Inflow_S (kg/m3);Inflow_TP (mg/m3);Inflow_DOP (mg/m3);Inflow_Chla (mg/m3);Inflow_DOC (mg/m3)
2014;8;26;NaN;0.66;11.51875;79.852708125;997.3;1.50833333333;6.0;38940.0;11.51875;0.5;0.01;44.0;7.0;0.1;3000.0
2014;8;27;NaN;0.5;12.2270833333;70.0227084583;1001.5;1.79791666667;0.0;0.0;12.2270833333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;8;28;NaN;0.58;12.1566667292;75.7666662292;1003.3;0.56875;0.1;649.0;12.1566667292;0.5;0.01;44.0;7.0;0.1;3000.0
2014;8;29;NaN;0.83;12.030416625;80.0935418542;1003.2;0.53125;0.1;649.0;12.030416625;0.5;0.01;44.0;7.0;0.1;3000.0
2014;8;30;NaN;0.96;10.9958333333;88.8006245625;1004.1;0.833333333333;0.0;0.0;10.9958333333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;8;31;NaN;0.78;11.008125;89.1929164167;1008.8;0.84375;9.9;64251.0;11.008125;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;1;NaN;0.66;10.6739583333;83.2035418333;1010.9;0.960416666667;0.0;0.0;10.6739583333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;2;NaN;0.62;13.7593749792;86.1066670625;1011.4;1.20625;0.0;0.0;13.7593749792;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;3;NaN;0.46;13.3470833333;88.1727079167;1014.9;1.4875;7.9;51271.0;13.3470833333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;4;NaN;0.37;14.1037499792;85.6164579167;1013.6;1.86041666667;0.0;0.0;14.1037499792;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;5;NaN;0.41;12.6787500417;84.2772916875;1008.2;1.41041666667;0.0;0.0;12.6787500417;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;6;NaN;0.83;12.6558333958;87.9783332292;1005.0;0.435416666667;0.0;0.0;12.6558333958;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;7;NaN;0.91;13.993333375;87.0624999375;1002.5;0.466666666667;0.0;0.0;13.993333375;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;8;NaN;0.87;12.8247916667;94.641250125;998.7;0.74375;22.1;143429.0;12.8247916667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;9;NaN;0.91;12.2122916667;95.1845838958;998.3;1.11458333333;4.4;28556.0;12.2122916667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;10;NaN;0.5;12.3804166667;83.826874875;1008.1;1.49583333333;13.2;85668.0;12.3804166667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;11;NaN;0.46;11.8516666458;90.5041665625;1011.4;1.075;0.0;0.0;11.8516666458;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;12;NaN;0.75;12.3325000208;93.01520825;1014.7;0.533333333333;0.0;0.0;12.3325000208;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;13;NaN;0.16;11.7422916875;86.7966665208;1018.7;0.604166666667;0.0;0.0;11.7422916875;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;14;NaN;0.12;11.2133333125;83.4960417083;1019.5;0.410416666667;0.0;0.0;11.2133333125;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;15;NaN;0.28;10.7599999792;84.2681254167;1018.9;0.391666666667;0.0;0.0;10.7599999792;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;16;NaN;0.53;10.4214583333;90.6975001667;1016.5;0.333333333333;0.0;0.0;10.4214583333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;17;NaN;0.5;11.0539582292;86.8727080833;1013.5;0.575;0.0;0.0;11.0539582292;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;18;NaN;0.28;8.816875;92.6133332292;1010.7;0.520833333333;0.0;0.0;8.816875;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;19;NaN;0.41;9.4485416875;90.985000125;1007.0;0.4875;0.0;0.0;9.4485416875;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;20;NaN;0.91;9.98291666667;92.6685415833;1001.9;0.808333333333;0.0;0.0;9.98291666667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;21;NaN;0.87;9.64979166667;87.9264581458;997.9;2.41458333333;5.0;32450.0;9.64979166667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;22;NaN;0.25;6.608125;67.60187525;1004.1;3.89375;1.8;11682.0;6.608125;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;23;NaN;0.91;4.94729166667;87.19875025;1002.5;0.829166666667;0.0;0.0;4.94729166667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;24;NaN;1.0;6.07125;92.7793747292;993.4;0.845833333333;0.4;2596.0;6.07125;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;25;NaN;0.53;8.44083333333;78.9237502083;991.7;1.23333333333;1.0;6490.0;8.44083333333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;26;NaN;0.58;9.70520833333;76.1256246042;991.3;3.3625;0.2;1298.0;9.70520833333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;27;NaN;0.46;11.7341666667;58.4618749167;999.5;3.9375;1.3;8437.0;11.7341666667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;28;NaN;0.78;11.88125;72.4212501042;1001.9;2.51875;0.3;1947.0;11.88125;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;29;NaN;0.46;9.53458333333;67.6481249792;1007.3;1.97083333333;0.5;3245.0;9.53458333333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;9;30;NaN;0.53;5.62041666667;86.40812525;1015.0;0.6625;0.0;0.0;5.62041666667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;1;NaN;0.87;7.07104166667;91.0512499792;1014.2;0.629166666667;0.2;1298.0;7.07104166667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;2;NaN;0.46;8.8275;89.5664585208;1013.9;1.19166666667;9.8;63602.0;8.8275;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;3;NaN;0.96;8.918125;95.6168746042;1012.4;2.2;0.0;0.0;8.918125;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;4;NaN;0.96;11.4460416667;97.2095835;1009.8;1.53333333333;0.0;0.0;11.4460416667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;5;NaN;0.62;9.304375;91.6545835833;1012.2;0.795833333333;5.3;34397.0;9.304375;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;6;NaN;0.87;7.651875;88.9972911042;1016.8;0.916666666667;0.6;3894.0;7.651875;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;7;NaN;1.0;4.79458333333;92.7535412917;1003.8;1.3;0.7;4543.0;4.79458333333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;8;NaN;0.78;7.461875;97.7558331875;987.7;1.81458333333;29.0;188210.0;7.461875;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;9;NaN;0.83;8.06229166667;98.0924999167;987.6;1.13541666667;9.9;64251.0;8.06229166667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;10;NaN;0.75;8.71416666667;96.4374999167;990.7;1.89791666667;34.7;225203.0;8.71416666667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;11;NaN;0.71;6.50104166667;95.2302085417;1000.7;0.685416666667;0.6;3894.0;6.50104166667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;12;NaN;0.71;6.575;97.7216661875;996.7;0.789583333333;14.9;96701.0;6.575;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;13;NaN;0.46;3.0525;96.3758331667;1001.2;0.45;15.3;99297.0;3.0525;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;14;NaN;0.83;3.87291666667;96.3677085208;1002.1;0.675;0.2;1298.0;3.87291666667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;15;NaN;0.83;4.12708333333;97.5639581458;1002.7;0.816666666667;1.1;7139.0;4.12708333333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;16;NaN;1.0;0.37875;99.3595836667;1001.9;1.48958333333;3.2;20768.0;0.37875;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;17;NaN;1.0;1.11958333333;99.3712500625;1004.7;1.00208333333;12.5;81125.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;18;NaN;1.0;4.83666666667;99.9839584167;1003.3;0.789583333333;10.7;69443.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;19;NaN;1.0;10.27375;99.3979166042;988.2;2.28125;25.7;166793.0;10.27375;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;20;NaN;0.5;8.17833333333;95.3175005625;984.4;1.01458333333;2.2;14278.0;8.17833333333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;21;NaN;0.96;6.290625;99.6497915625;988.1;0.80625;0.4;2596.0;6.290625;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;22;NaN;1.0;3.61979166667;99.1791666042;1001.2;0.777083333333;16.7;108383.0;3.61979166667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;23;NaN;1.0;4.1175;99.7974999792;1004.1;1.34791666667;16.6;107734.0;4.1175;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;24;NaN;1.0;9.751875;99.6654165208;998.1;3.21458333333;28.0;181720.0;9.751875;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;25;NaN;0.78;8.464375;95.2452084792;996.6;2.41875;10.7;69443.0;8.464375;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;26;NaN;0.83;9.045;90.9139580417;993.2;4.22916666667;0.2;1298.0;9.045;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;27;NaN;0.87;10.6177083333;93.1224997708;993.3;3.875;0.0;0.0;10.6177083333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;28;NaN;0.83;11.35875;96.0687501458;991.2;4.63125;0.0;0.0;11.35875;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;29;NaN;0.16;6.24541666667;78.1258335833;996.2;1.83125;16.2;105138.0;6.24541666667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;30;NaN;0.75;2.74979166667;78.1035419792;1009.8;0.925;0.3;1947.0;2.74979166667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;10;31;NaN;0.91;0.620625;98.7202086875;1011.8;0.414583333333;0.3;1947.0;0.620625;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;1;NaN;1.0;5.63145833333;99.9974999375;1001.5;1.2;11.4;73986.0;5.63145833333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;2;NaN;1.0;8.861875;99.7433334792;989.9;2.59583333333;8.9;57761.0;8.861875;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;3;NaN;0.96;7.01;99.0547914583;980.6;1.66666666667;7.7;49973.0;7.01;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;4;NaN;0.75;4.82895833333;94.8154171667;978.2;1.95;27.8;180422.0;4.82895833333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;5;NaN;0.87;0.459166666667;96.4714581667;998.5;1.22708333333;0.5;3245.0;0.459166666667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;6;NaN;0.25;-2.82604166667;93.3412493542;1004.1;0.752083333333;1.3;8437.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;7;NaN;0.96;-2.41104166667;96.1674995625;999.5;0.633333333333;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;8;NaN;1.0;1.49791666667;100.0;995.2;0.283333333333;3.3;21417.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;9;NaN;1.0;6.339375;98.4158335417;999.1;1.86458333333;15.3;99297.0;6.339375;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;10;NaN;1.0;5.74541666667;99.9920833958;995.4;0.735416666667;2.1;13629.0;5.74541666667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;11;NaN;0.91;4.07125;98.2918747083;1000.1;0.410416666667;16.9;109681.0;4.07125;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;12;NaN;1.0;3.356875;99.5818752917;1007.3;0.752083333333;0.0;0.0;3.356875;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;13;NaN;1.0;2.99020833333;99.0493747083;1010.6;1.20416666667;5.6;36344.0;2.99020833333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;14;NaN;1.0;3.48208333333;99.98770825;1012.4;0.779166666667;18.5;120065.0;3.48208333333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;15;NaN;1.0;3.47041666667;99.9562502083;1010.3;0.83125;3.6;23364.0;3.47041666667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;16;NaN;1.0;2.52083333333;99.3916665625;1009.4;1.35416666667;3.3;21417.0;2.52083333333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;17;NaN;1.0;1.32916666667;94.8279170417;1011.5;1.20416666667;1.7;11033.0;1.32916666667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;18;NaN;0.96;1.54333333333;99.76833325;1014.7;0.885416666667;1.2;7788.0;1.54333333333;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;19;NaN;0.96;0.996041666667;98.2991666667;1018.9;0.48125;1.3;8437.0;0.996041666667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;20;NaN;1.0;-0.127291666667;97.9220834583;1020.5;0.364583333333;0.9;5841.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;21;NaN;1.0;-0.190625;99.0035415417;1016.8;0.325;1.5;9735.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;22;NaN;0.96;-0.250625;99.2737504792;1014.2;0.40625;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;23;NaN;1.0;1.600625;99.8039582292;1009.3;0.660416666667;0.9;5841.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;24;NaN;0.87;3.47291666667;95.9410419375;996.2;1.89166666667;46.5;301785.0;3.47291666667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;25;NaN;0.28;1.51854166667;94.48458325;1009.7;0.733333333333;5.0;32450.0;1.51854166667;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;26;NaN;0.46;-1.81270833333;98.7395832083;1014.0;0.216666666667;0.1;649.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;27;NaN;0.96;-2.66645833333;99.0283333125;1012.2;0.43125;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;28;NaN;1.0;-1.23395833333;99.3202080625;1017.7;0.489583333333;0.9;5841.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;29;NaN;1.0;-1.57625;98.0641666458;1018.3;0.514583333333;0.5;3245.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;11;30;NaN;1.0;-1.55104166667;97.0018752708;1015.7;0.458333333333;1.1;7139.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;1;NaN;0.91;-2.14666666667;96.9102082292;1014.0;1.38333333333;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;2;NaN;1.0;-2.11604166667;99.0202086875;1007.4;1.9;1.0;6490.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;3;NaN;0.96;-0.86;95.7281251042;1009.6;0.88125;1.5;9735.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;4;NaN;1.0;0.176666666667;99.7029164583;1010.1;0.429166666667;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;5;NaN;1.0;-0.210416666667;100.0;1003.3;1.2375;1.9;12331.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;6;NaN;0.96;-2.41854166667;98.25770825;1000.8;0.3375;4.4;28556.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;7;NaN;0.75;1.91916666667;99.5762500625;986.7;2.22708333333;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;8;NaN;0.33;-1.259375;94.671875125;990.0;1.1;4.4;28556.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;9;NaN;0.71;-3.10208333333;95.9414583333;999.2;1.2;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;10;NaN;0.83;1.61354166667;98.0735422917;977.6;3.01458333333;34.3;222607.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;11;NaN;0.83;0.545625;97.8025006042;973.4;2.22708333333;0.1;649.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;12;NaN;0.75;-0.492083333333;98.9441666667;972.0;1.35625;0.2;1298.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;13;NaN;0.87;-1.8375;91.29479175;977.6;1.7;1.0;6490.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;14;NaN;0.75;-0.382291666667;94.0322912083;985.9;2.38125;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;15;NaN;0.37;1.05541666667;92.4327087708;979.7;2.5875;5.5;35695.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;16;NaN;0.66;-2.21;91.0562501042;981.0;1.76041666667;0.1;649.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;17;NaN;0.58;-6.32854166667;96.8581246042;985.7;0.3125;1.7;11033.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;18;NaN;0.96;-3.015625;99.3270834583;979.3;0.76875;3.9;25311.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;19;NaN;0.62;-3.08354166667;97.65500025;973.7;1.19583333333;0.5;3245.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;20;NaN;0.62;-4.49104166667;92.2560419792;980.5;0.4875;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;21;NaN;0.66;-3.71166666667;95.1683326458;991.4;0.633333333333;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;22;NaN;1.0;-5.12666666667;98.5756249375;978.2;0.510416666667;4.2;27258.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;23;NaN;0.12;-0.0852083333333;82.2218748542;980.3;1.41875;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;24;NaN;0.78;-6.09020833333;86.4397914792;990.7;0.820833333333;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;25;NaN;0.16;-14.7170832708;92.082083375;1007.8;0.177083333333;0.1;649.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;26;NaN;0.5;-12.1722917083;92.9202086667;1007.4;0.154166666667;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;27;NaN;0.33;-14.2729166667;92.351041875;1005.8;0.0354166666667;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;28;NaN;0.91;-11.98875;93.5391664375;1012.2;0.0645833333333;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;29;NaN;1.0;-5.168125;96.5450000417;1013.4;0.2875;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;30;NaN;0.83;-2.31979166667;90.5662499792;1009.6;0.76875;0.2;1298.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2014;12;31;NaN;0.62;2.13625;93.2037499792;1006.2;0.558333333333;0.1;649.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;1;NaN;0.96;2.170625;94.9937502083;996.1;2.35833333333;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;2;NaN;0.46;3.14541666667;79.6041663958;976.5;3.88958333333;3.0;19470.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;3;NaN;0.28;0.718333333333;65.89416625;986.5;2.98958333333;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;4;NaN;0.08;-1.33020833333;57.8208337083;1003.9;2.40625;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;5;NaN;0.96;-1.32145833333;77.3627084792;1011.2;1.00208333333;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;6;NaN;1.0;0.430416666667;99.8581248958;1005.6;1.8875;3.1;20119.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;7;NaN;1.0;-0.045625;99.9795832917;998.6;0.852083333333;30.0;194700.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;8;NaN;0.71;1.23208333333;96.4312504583;987.2;2.11458333333;7.6;49324.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;9;NaN;0.33;-4.22604166667;96.8310418333;981.1;0.520833333333;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;10;NaN;1.0;-3.32208333333;97.3456244167;962.3;1.72916666667;2.0;12980.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;11;NaN;0.96;-6.86;95.7783334792;974.5;0.570833333333;22.5;146025.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;12;NaN;1.0;-5.03333333333;95.0889583333;973.6;1.45416666667;6.2;40238.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;13;NaN;0.46;-1.11854166667;91.5102090625;974.7;2.75833333333;0.6;3894.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;14;NaN;0.62;-3.305625;95.6954167292;977.8;2.29583333333;0.3;1947.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;15;NaN;0.96;-1.35666666667;98.9343753125;976.2;1.88541666667;0.2;1298.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;16;NaN;0.87;1.1625;95.4014579792;970.1;3.05833333333;20.8;134992.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;17;NaN;0.62;-2.62625;93.0535419792;982.4;2.31875;4.3;27907.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;18;NaN;0.83;-7.55875;97.1620836042;995.6;0.1375;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;19;NaN;1.0;-4.97291666667;97.7262498542;1005.9;0.872916666667;0.2;1298.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;20;NaN;1.0;-4.016875;96.9708329583;1008.3;1.27916666667;9.0;58410.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;21;NaN;1.0;-3.41729166667;96.5922923542;1009.0;1.33333333333;8.8;57112.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;22;NaN;0.83;-7.17458329167;94.8860416458;1011.6;1.07708333333;10.6;68794.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;23;NaN;0.83;-14.1489584375;92.5916667083;1007.2;0.747916666667;2.9;18821.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;24;NaN;1.0;-1.92270833333;99.325208625;995.5;2.39166666667;6.6;42834.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;25;NaN;0.71;-9.71041666667;95.7772918542;1005.4;0.61875;7.0;45430.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;26;NaN;0.78;-0.326041666667;99.9993750208;994.3;1.12916666667;5.8;37642.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;27;NaN;0.46;-2.87645833333;91.7531244167;996.6;1.12708333333;5.9;38291.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;28;NaN;1.0;0.07625;99.1952082292;973.3;1.96666666667;1.0;6490.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;29;NaN;0.87;-1.04520833333;99.81958325;954.9;0.0;26.0;168740.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;30;NaN;0.96;-2.0825;99.278124875;963.9;0.0;4.8;31152.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;1;31;NaN;0.87;-2.768125;95.8399999583;969.1;0.0;3.1;20119.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;1;NaN;1.0;-4.39020833333;90.5466663125;971.5;2.47708333333;1.6;10384.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;2;NaN;0.96;-5.95;94.89145875;980.3;0.608333333333;0.8;5192.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;3;NaN;0.87;-6.238125;94.1664583958;992.3;0.310416666667;1.6;10384.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;4;NaN;0.12;-13.2452083333;91.6845832083;1005.0;0.15625;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;5;NaN;0.62;-13.698125125;91.8754172708;1015.0;0.7;0.5;3245.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;6;NaN;0.78;-5.715;94.770625;1012.7;0.3625;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;7;NaN;0.46;-0.0764583333333;72.9652084375;1000.5;3.38333333333;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;8;NaN;0.37;-2.96145833333;74.7710419583;1003.4;1.175;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;9;NaN;0.78;4.76395833333;70.4506248958;1000.3;1.62083333333;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;10;NaN;0.87;3.2175;71.3039577292;1006.2;1.85416666667;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;11;NaN;0.75;-0.653958333333;89.3333335208;1006.4;1.26875;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;12;NaN;0.87;-2.32;93.7535412917;1003.7;0.952083333333;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;13;NaN;1.0;-1.35479166667;99.7906247917;1002.4;1.38541666667;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;14;NaN;0.91;-1.451875;99.2443751875;1007.5;0.789583333333;0.7;4543.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;15;NaN;1.0;-2.558125;94.1237495833;1020.5;0.554166666667;0.0;0.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;16;NaN;1.0;-3.96520833333;94.6697912083;1015.6;0.752083333333;0.7;4543.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
2015;2;17;NaN;0.96;-0.662916666667;99.2331251667;1007.9;2.67708333333;4.7;30503.0;0.0;0.5;0.01;44.0;7.0;0.1;3000.0
