Skyer	NNX	Største skydekke	åttedeler	1957-01-01 00:00:00	2012-05-31 00:00:00	Høyeste NN-verdi (skydekke) fra observasjoner kl 06, 12 og 18 utc
Lufttrykk	VP	Vanndamptrykk	hPa	1957-01-01 00:00:00	None	Trykk utledet av relativ fuktighet og aktuell temperatur
Snø	SA	Snødybde	cm	1957-01-01 00:00:00	None	Snødybde, totalt fra bakken, måles normalt på morgenen. Kode = -1 betyr snøbart, presenteres som ".", -3 = "umulig å måle"
Temperatur	GD17	Energigradtall (basis 17)	graddager	1957-01-01 00:00:00	None	Også kalt graddagstall eller fyringsgrader. Tallet avledes av døgnmiddeltemperaturen (antall grader < 17 ºC)
Temperatur	VSUM	Varmesum	graddager	1957-01-01 00:00:00	None	Tall som avledes av døgnmiddeltemperaturen (antall grader > 0 ºC)
Vind	DD12	Vindretning kl. 12 UTC	grader	1957-01-01 00:00:00	2012-06-30 00:00:00	Retning vinden kommer fra ved observasjon kl 12 utc
Vind	FFX	Høyeste vindhastighet (hovedobservasjoner)	m/s	1957-01-01 00:00:00	2012-06-30 00:00:00	Døgnverdi: Høyeste verdi av vindhastighet (timinutters middel, FF) for kl 0, 6, 12 og 18 utc.Månedsverdi: Høyeste verdi av døgn-FFX
Vind	FFN	Laveste vindhastighet (hovedobservasjoner)	m/s	1957-01-01 00:00:00	2012-06-30 00:00:00	Døgnverdi: Laveste verdi av vindhastighet (timinutters middel, FF) for kl 0, 6, 12 og 18 utc. Månedsverdi: Laveste verdi av døgn-FFN
Vind	FXM	Middel av høyeste middelvindverdier (hovedobservasjoner)	m/s	1957-01-01 00:00:00	2012-04-30 00:00:00	Døgnverdi: Aritmetisk middel av høyeste timinutters middelvind (FX) i sekstimersperiodene før kl 0, 6, 12 og 18 utc. Månedsverdi: Aritmetisk middel av døgn-FXM
Skyer	NN04	Klarvær	sum	1957-01-01 00:00:00	2012-05-31 00:00:00	"Døgnverdi: Dersom summen av NN kl 6, 12 og 18 utc er 4 eller lavere, blir NN04=1, ellers 0.Månedsverdi: Sum av døgn-NN04 (antall dager med klarvær)."
Skyer	NN20	Overskyet vær	sum	1957-01-01 00:00:00	2012-06-30 00:00:00	"Døgnverdi: Dersom summen av NN kl 6, 12 og 18 utc er 20 eller høyere, blir NN20=1, ellers 0.Månedsverdi: Sum av døgn-NN20 (antall dager med overskyet vær)."
Skyer	NN09	Pent vær (Birkelands formel)	sum	1957-01-01 00:00:00	2012-06-30 00:00:00	"Døgnverdi: Dersom summen av NN kl 6, 12 og 18 utc er 9 eller lavere (og ingen NN er høyere enn 4), blir NN09=1, ellers 0.Månedsverdi: Sum av døgn-NN09 (antall dager med pent vær)."
Temperatur	TAND	Lufttemperatur	ºC	2012-07-01 00:00:00	None	Laveste registrerte temperatur i timen/døgnet (kl 00-23)
Temperatur	TAXD	Lufttemperatur	ºC	2012-07-01 00:00:00	None	Høyeste registrerte temperatur i timen/døgnet (kl 00-23)
Snø	EM	Markas tilstand (E')	kodetall	1983-01-01 00:00:00	2012-06-30 00:00:00	Markas tilstand (snø- og isdekke)
Vind	FFM	Middel av vindhastigheter (hovedobservasjoner)	m/s	1957-01-01 00:00:00	2012-06-30 00:00:00	Døgnverdi: Aritmetisk middel av vindhastighet (timinutters middel, FF) for kl 0, 6, 12 og 18 utc. Månedsverdi: Aritmetisk middel av døgn-FFM
Skyer	NNN	Minste skydekke	åttedeler	1957-01-01 00:00:00	2012-05-31 00:00:00	Minste NN-verdi (skydekke) fra observasjoner kl 06, 12 og 18 utc
Nedbør	RR	Nedbør	mm	1957-01-01 00:00:00	None	Døgn- eller månedssum for nedbør (nedbørdøgn 07-07)
Nedbør	RR_720	Nedbør 720 timer (siste 30 døgn)	mm	1957-01-30 00:00:00	None	Nedbør for en løpende måned (30 døgn)
