calculated_draft;calculated_snow;date;draft_difference;lake_areas;lake_circumference;lake_elevation;lake_name;lake_type;observed_draft;observed_snow;regobs_elevation;regobs_id;regobs_name;snow_difference;utm_e;utm_n;utm_zone
0.19041847301624368;0.0;2018-12-02;0.14041847301624366;151041.072265625;5478.200697680854;253.0;Åmotdammen;InnsjøRegulert;0.05;0.0;247;8372;Åmotdammen 247 moh;0.0;277950;6649097;33
0.17588513968291014;0.0;2018-12-04;0.12588513968291015;151041.072265625;5478.200697680854;253.0;Åmotdammen;InnsjøRegulert;0.05;0.0;247;8372;Åmotdammen 247 moh;0.0;277950;6649097;33
0.17863156351174525;0.0;2018-12-05;0.12863156351174526;151041.072265625;5478.200697680854;253.0;Åmotdammen;InnsjøRegulert;0.05;0.0;247;8372;Åmotdammen 247 moh;0.0;277950;6649097;33
0.025;0.0;2018-10-27;0.025;88210.14038085938;1409.3342653614181;786.0;Bamselitjernet;Innsjø;0.0;0.0;786;91039;Bamselitjernet 986 moh;0.0;173952;6803724;33
0.32942377834375436;0.0;2019-05-18;0.32942377834375436;2614414.546142578;11154.471447908963;733.0;Liavatnet;Innsjø;0.0;0.0;735;58748;Liavatnet 733 moh;0.0;119184;6878912;33
0.19397044501042057;0.0;2019-05-22;0.19397044501042057;2614414.546142578;11154.471447908963;733.0;Liavatnet;Innsjø;0.0;0.0;735;58748;Liavatnet 733 moh;0.0;119184;6878912;33
0.16630585660909855;0.0;2019-05-29;0.16630585660909855;2730964.9564819336;14526.64261769049;937.0;Midtre Syndin;Innsjø;0.0;0.0;937;16207;Midtre Syndin 936 moh;0.0;163102;6786427;33
0.16345918994243175;0.0;2019-05-31;0.16345918994243175;2730964.9564819336;14526.64261769049;937.0;Midtre Syndin;Innsjø;0.0;0.0;937;16207;Midtre Syndin 936 moh;0.0;163102;6786427;33
0.21990597671172973;0.0029921723827969126;2018-11-25;-9.40232882702674e-05;1034379.4443359375;8704.238016357878;796.0;Vasetvatnet;Innsjø;0.22;0.0;796;16208;Vasetvatnet 796 moh;0.0029921723827969126;173711;6777467;33
0.2922446834971648;0.0;2019-05-21;0.2922446834971648;1034379.4443359375;8704.238016357878;796.0;Vasetvatnet;Innsjø;0.0;0.0;796;16208;Vasetvatnet 796 moh;0.0;173711;6777467;33
0.1805388978286387;0.0;2019-05-23;0.1805388978286387;1034379.4443359375;8704.238016357878;796.0;Vasetvatnet;Innsjø;0.0;0.0;796;16208;Vasetvatnet 796 moh;0.0;173711;6777467;33
0.04418126842189374;0.0;2019-05-24;0.04418126842189374;1070503.7846679688;11723.886861639603;839.0;Buvatnet;Innsjø;0.0;0.0;838;61565;Buvatnet 838 moh;0.0;188989;6738202;33
0.3734948385711167;0.0;2019-05-22;0.3734948385711167;1681593.9673461914;10690.530928037739;1082.0;Bergsjøen;InnsjøRegulert;0.0;0.0;1076;16209;Bergsjøen v/Bergsjøstølen 1082 moh;0.0;134195;6749400;33
0.25142817190444944;0.0;2019-05-26;0.25142817190444944;1681593.9673461914;10690.530928037739;1082.0;Bergsjøen;InnsjøRegulert;0.0;0.0;1076;16209;Bergsjøen v/Bergsjøstølen 1082 moh;0.0;134195;6749400;33
0.13528634100799927;0.013051019885816745;2018-11-16;0.13528634100799927;5039000.512023926;14304.605465005588;1022.0;Rødungen;InnsjøRegulert;0.0;0.0;1022;16201;Rødungen v/Holustølen 1022 moh;0.013051019885816745;130967;6749943;33
