calculated_draft;calculated_snow;date;draft_difference;lake_areas;lake_circumference;lake_elevation;lake_name;lake_type;observed_draft;observed_snow;regobs_elevation;regobs_id;regobs_name;snow_difference;utm_e;utm_n;utm_zone
0.29060420170190726;0.0;2015-05-31;0.29060420170190726;13085.77197265625;460.34913735904314;220.0;;Innsjø;0.0;0.0;226;16170;Lite vann v/Gednje 290 moh;0.0;1020297;7885747;33
0.21906333271679534;0.0;2015-06-02;0.21906333271679534;13085.77197265625;460.34913735904314;220.0;;Innsjø;0.0;0.0;226;16170;Lite vann v/Gednje 290 moh;0.0;1020297;7885747;33
0.03955787598506919;0.11379222116270075;2014-11-07;-0.21044212401493081;38669.4130859375;988.0299969159432;74.0;Mellomvannet;Innsjø;0.25;0.03;72;1738;Mellomvannet, 72 moh;0.08379222116270076;819648;7864593;33
0.04631658267238664;0.1052291461285286;2014-11-17;-0.2436834173276134;38669.4130859375;988.0299969159432;74.0;Mellomvannet;Innsjø;0.29000000000000004;0.0;72;1738;Mellomvannet, 72 moh;0.1052291461285286;819648;7864593;33
0.015207950101418507;0.02529170153058267;2014-12-11;-0.1547920498985815;38669.4130859375;988.0299969159432;74.0;Mellomvannet;Innsjø;0.17;0.01;72;1738;Mellomvannet, 72 moh;0.015291701530582671;819648;7864593;33
0.03874025800998117;0.07175864004505123;2014-12-19;-0.1712597419900188;38669.4130859375;988.0299969159432;74.0;Mellomvannet;Innsjø;0.21;0.08;72;1738;Mellomvannet, 72 moh;-0.008241359954948776;819648;7864593;33
0.13461881558121516;0.09298994812913083;2015-01-05;-0.21538118441878482;38669.4130859375;988.0299969159432;74.0;Mellomvannet;Innsjø;0.35;0.0;72;1738;Mellomvannet, 72 moh;0.09298994812913083;819648;7864593;33
0.23640500181071133;0.07928231477200844;2015-01-21;-0.23359499818928864;38669.4130859375;988.0299969159432;74.0;Mellomvannet;Innsjø;0.47;0.02;72;1738;Mellomvannet, 72 moh;0.05928231477200843;819648;7864593;33
0.0;0.0;2014-10-12;-0.03;383591.38134765625;3114.9776152544086;94.0;Øvre Sætervatnet;Innsjø;0.03;0.0;95;3966;Øvre Sætervatnet 94 moh;0.0;633320;7642055;33
0.022670844906901105;0.0;2014-10-28;-0.0773291550930989;383591.38134765625;3114.9776152544086;94.0;Øvre Sætervatnet;Innsjø;0.1;0.0;95;3966;Øvre Sætervatnet 94 moh;0.0;633320;7642055;33
