__metadata; Observer; Registration; Trip; ObsLocationID; LocationName; UTMZone; UTMEast; UTMNorth; UTMSourceTID; AreaUsageTID; ForecastRegionTID; HeigthMax; HeigthMin; Area; HeigthTreeLine; DtRegTime; AreaSize; SlopeAngel; SlopeDirection; MunicipalNo; LocationDescription; Comment; UTMUncertainty; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1739)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1739)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1739)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1739)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1739)/Trip'}}; 1739; Storvannet, 7 moh; 33; 820818; 7862818; 30; 0; 720; 7; None; False; None; /Date(1355821199777)/; None; None; None; 2004; Byens perle beliggende mellom Sætergamdalen og Salen. ; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(9404)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(9404)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(9404)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(9404)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(9404)/Trip'}}; 9404; Råssavatnet 459 moh; 33; -3567; 6553947; 30; 0; 711; 458; None; False; None; /Date(1387200922623)/; None; None; None; 1122; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2663)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2663)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2663)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2663)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2663)/Trip'}}; 2663; Uman/Umbukta 525 moh; 33; 480951; 7337416; 30; 0; 718; 524; None; False; None; /Date(1358416832727)/; None; None; None; 1833; Sørøst fro Storakervatnet, mesteparten ligger i Sverige; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16231)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16231)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16231)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16231)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16231)/Trip'}}; 16231; Holden i Litl-Holden 302 moh; 33; 306853; 7109264; 30; 0; 717; 301; None; False; None; /Date(1414578480000)/; None; None; None; 1724; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16209)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16209)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16209)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16209)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16209)/Trip'}}; 16209; Bergsjøen v/Bergsjøstølen 1082 moh; 33; 134195; 6749400; 30; 0; 706; 1076; None; False; None; /Date(1414578480000)/; None; None; None; 0619; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(4415)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(4415)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(4415)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(4415)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(4415)/Trip'}}; 4415; Mylla 496 moh; 33; 254445; 6686607; 40; 0; 705; 497; None; False; None; /Date(1361454068527)/; None; None; None; 0533; None; Feilmargin: 10m; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2850)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2850)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2850)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2850)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2850)/Trip'}}; 2850; Ytra Kydlandsvatnet 230 moh; 33; -21793; 6539188; 30; 0; 711; 229; None; False; None; /Date(1358793891217)/; None; None; None; 1114; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(28334)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(28334)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(28334)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(28334)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(28334)/Trip'}}; 28334; Øvredammen 120 moh; 33; 254461; 6624095; 30; 0; 702; 120; None; False; None; /Date(1448235069293)/; None; None; None; 0215; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44945)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44945)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44945)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44945)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44945)/Trip'}}; 44945; Vålåsjøen 936 moh; 33; 208277; 6906206; 30; 0; 705; 936; None; False; None; /Date(1476710306093)/; None; None; None; 0511; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47994)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47994)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47994)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47994)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47994)/Trip'}}; 47994; Kammatjønna 213 moh; 33; 251632; 7082349; 35; 0; 716; 215; None; False; None; /Date(1483388311940)/; None; None; None; 1627; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16191)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16191)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16191)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16191)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16191)/Trip'}}; 16191; Leirvatn 1401 moh; 33; 141712; 6842398; 30; 0; 705; 1401; None; False; None; /Date(1414578420000)/; None; None; None; 0514; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16217)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16217)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16217)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16217)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16217)/Trip'}}; 16217; Nisser v/Eidstod 246 moh; 33; 129157; 6594108; 30; 0; 708; 247; None; False; None; /Date(1414578480000)/; None; None; None; 0829; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47469)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47469)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47469)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47469)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(47469)/Trip'}}; 47469; Bortelidtjønna 556 moh; 33; 65623; 6544284; 30; 0; 710; 554; None; False; None; /Date(1482760465077)/; None; None; None; 1026; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8645)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8645)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8645)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8645)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(8645)/Trip'}}; 8645; Alnsjøen sør 234 moh; 33; 268440; 6654548; 40; 0; 703; 237; None; True; None; /Date(1385908217780)/; None; None; None; 0301; None; None; 5; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2753)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2753)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2753)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2753)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2753)/Trip'}}; 2753; Melsvatnet 109 moh; 33; -32904; 6546304; 30; 0; 711; 109; None; False; None; /Date(1358522814813)/; None; None; None; 1121; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44943)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44943)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44943)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44943)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44943)/Trip'}}; 44943; Langvatnet 797 moh; 33; 213585; 6985584; 30; 0; 715; 797; None; False; None; /Date(1476608866300)/; None; None; None; 1567; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1738)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1738)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1738)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1738)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1738)/Trip'}}; 1738; Mellomvannet, 72 moh; 33; 819648; 7864593; 30; 0; 720; 72; None; False; None; /Date(1355820981203)/; None; None; None; 2004; Mellom fylkesvei og flyplassen; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1618)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1618)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1618)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1618)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(1618)/Trip'}}; 1618; Edlandsvatnet 102 moh ; 33; -26935; 6549539; 30; 0; 711; 102; None; False; None; /Date(1355478477367)/; None; None; None; 1122; Gjesdal i Ålgård; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7415)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7415)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7415)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7415)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7415)/Trip'}}; 7415; Østernvann 215 moh; 33; 253858; 6656189; 30; 0; 702; 215; None; False; None; /Date(1367488395133)/; None; None; None; 0219; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7849)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7849)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7849)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7849)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7849)/Trip'}}; 7849; Sinnesvatn 554 moh; 33; 32546; 6558688; 30; 0; 710; 549; None; False; None; /Date(1369318396577)/; None; None; None; 1046; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2552)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2552)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2552)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2552)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2552)/Trip'}}; 2552; Giljastølsvatnet 412 moh; 33; -1810; 6553634; 30; 0; 711; 409; None; False; None; /Date(1358159856913)/; None; None; None; 1122; Gjesdal; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(58748)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(58748)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(58748)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(58748)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(58748)/Trip'}}; 58748; Liavatnet 733 moh; 33; 119184; 6878912; 30; 0; 705; 735; None; False; None; /Date(1493287200470)/; None; None; None; 0513; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44167)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44167)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44167)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44167)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(44167)/Trip'}}; 44167; Trefallvatnet 495 moh; 33; 21340; 6775103; 30; 0; 712; 494; None; False; None; /Date(1463741140547)/; None; None; None; 1251; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2492)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2492)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2492)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2492)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2492)/Trip'}}; 2492; Vansjø-øst 25 moh; 33; 264097; 6590718; 30; 0; 701; 26; None; False; None; /Date(1358040087370)/; None; None; None; 0137; ved Moss; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16223)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16223)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16223)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16223)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16223)/Trip'}}; 16223; Langavatnet, sørvestre del 238 moh; 33; -14125; 6732545; 30; 0; 712; 239; None; False; None; /Date(1414578480000)/; None; None; None; 1242; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7156)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7156)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7156)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7156)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7156)/Trip'}}; 7156; Lutvann 205 moh; 33; 269622; 6649098; 30; 0; 703; 205; None; False; None; /Date(1366503575683)/; None; None; None; 0301; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7854)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7854)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7854)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7854)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7854)/Trip'}}; 7854; Ortevatnet 566 moh; 33; 36189; 6565915; 30; 0; 710; 565; None; False; None; /Date(1369319814617)/; None; None; None; 1046; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17831)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17831)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17831)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17831)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17831)/Trip'}}; 17831; Hajeren 411 moh; 33; 214786; 6611408; 30; 0; 706; 413; None; False; None; /Date(1418983008037)/; None; None; None; 0604; Webkamera; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17082)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17082)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17082)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17082)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(17082)/Trip'}}; 17082; Monstjødn 847 moh; 33; 45654; 6570322; 30; 0; 710; 847; None; False; None; /Date(1417539495703)/; None; None; None; 1046; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16225)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16225)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16225)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16225)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16225)/Trip'}}; 16225; Lærdalselvi v/Bergsbrui 406 moh; 33; 114391; 6792559; 30; 0; 714; 405; None; False; None; /Date(1414578480000)/; None; None; None; 1422; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2493)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2493)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2493)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2493)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2493)/Trip'}}; 2493; Maridalsvannet 149 moh; 33; 264562; 6657182; 30; 0; 703; 149; None; False; None; /Date(1358040402943)/; None; None; None; 0301; Oslo; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2490)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2490)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2490)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2490)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(2490)/Trip'}}; 2490; Årungen 34 moh; 33; 260658; 6624381; 30; 0; 702; 33; None; False; None; /Date(1358027794687)/; None; None; None; 0214; None; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16998)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16998)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16998)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16998)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(16998)/Trip'}}; 16998; Langevann 284 moh; 33; 266156; 6655500; 30; 0; 703; 284; None; False; None; /Date(1417167319387)/; None; None; None; 0301; Lillomarka sørvest; None; None; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7509)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7509)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7509)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7509)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(7509)/Trip'}}; 7509; Padderudvannet 188 moh; 33; 239864; 6640752; 30; 0; 702; 189; None; False; None; /Date(1367794153303)/; None; None; None; 0220; None; None; 0; 
{'id': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(61642)', 'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(61642)', 'type': 'RegObsModel.ObsLocation'}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(61642)/Observer'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(61642)/Registration'}}; {'__deferred': {'uri': 'http://api.nve.no/hydrology/RegObs/v3.1.0/OData.svc/ObsLocation(61642)/Trip'}}; 61642; Berillvatnet 371 moh; 33; 110321; 6946179; 30; 0; 715; 372; None; False; None; /Date(1508250393477)/; None; None; None; 1539; None; None; None; 
